naziv_pu,opis_delovnega_mesta_z370opis,sifra_zaposlenega_z360,mesecev,placa,polozajni_dodatek,delovna_uspesnost,dodatno_delo,dezurstvo,dodatek_mentorstvo_c030bruto,dodatek_mag_dr_c040bruto,dodatek_dvojezicnost_c050bruto,dodatek_dvojezicnost_c051bruto,dodatek_dvojezicnost_c052bruto,dodatek_ionizirajoce_sevanje_c060bruto,dodatek_citostatiki_c061bruto,dodatek_kuzni_odpadki_c062bruto,dodatek_nevarnost_c070bruto,dodatek_izmensko_delo_c080bruto,dodatek_deljeni_del_cas_c090bruto,dodatek_delo_ponoci_c100bruto,dodatek_delo_v_nedeljo_c110bruto,dodatek_dela_prost_dan_c111bruto,dodatek_dela_prost_dan_c112bruto,dodatek_delo_prek_polnega_casa_c120bruto,dodatek_stalna_pripravljenost_c130bruto,dodatek_pripravljenost_na_domu_c140bruto,dodatek_za_stalnost_c150bruto,dodatek_povecan_obseg_dela_c160bruto,dodatek_povecan_obseg_dela_c170bruto,dodatek_posebne_obremenitve_c180bruto,dodatek_neenakomerno_razporejen_delovni_cas_c190bruto,dodatek_neenakomerno_razporejen_delovni_cas_c191bruto,dodatek_specialna_enota_c200bruto,dodatek_specialna_enota_c201bruto,dodatek_za_potapljanje_c202bruto,dodatek_za_potapljanje_intervencija_c203bruto,dodatek_poucevanje_3_predmetov_c204bruto,dodatek_razrednistvo_c205bruto,dodatek_razrednistvo_c206bruto,dodatek_vrtci_c207bruto,dodatek_vrtci_c208bruto,dodatek_bolnisnicni_oddelek_c209bruto,dodatek_prilagojeni_program_c210bruto,dodatek_prilagojeni_program_c211bruto,dodatek_prilagojeni_program_c212bruto,dodatek_prilagojeni_program_c213bruto,dodatek_prilagojeni_program_c214bruto,dodatek_delo_z_osebami_z_motnjo_c215bruto,dodatek_delo_z_osebami_z_motnjo_c216bruto,dodatek_delo_z_osebami_z_motnjo_c217bruto,dodatek_delo_z_osebami_z_motnjo_c218bruto,dodatek_visina_2_4_m_c219bruto,dodatek_visina_4_20_m_c220bruto,dodatek_visina_nad_20_m_c221bruto,dodatek_globina_c222bruto,dodatek_tvegane_razmere_c223bruto,dodatek_helikopter_c224bruto,dodatek_delo_z_osebami_z_motnjo_nadzor_c225bruto,dodatek_ogled_kd_c300bruto,dodatek_omejitev_pravice_do_stavke_c320bruto,dodatek_za_dosegljivost_c321bruto,dodatek_premestljive_sile_c322bruto,dodatek_odzivne_sile_c323bruto,dodatek_usposabljanje_c324bruto,dodatek_mobilnost_c390bruto,dodatek_izgradnja_kariere_c400bruto,dodatek_poracun_c900bruto,sifra_pu,skupina_dm,sifra_delovnega_mesta_z370,leto_obdobja
AGENCIJA ZA KOMUNIKACIJSKA OMREŽJA IN STORITVE REPUBLIKE SLOVENIJE,DIREKTOR AGENCIJE,11696710983248843203,5,18859.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28401,B,B017392,2011
AGENCIJA ZA KOMUNIKACIJSKA OMREŽJA IN STORITVE REPUBLIKE SLOVENIJE,DIREKTOR AGENCIJE,13707385967026445634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28401,B,B017392,2011
AGENCIJA ZA KOMUNIKACIJSKA OMREŽJA IN STORITVE REPUBLIKE SLOVENIJE,DIREKTOR AGENCIJE,14619701485824150668,3,8911.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28401,B,B017392,2011
AGENCIJA ZA KOMUNIKACIJSKA OMREŽJA IN STORITVE REPUBLIKE SLOVENIJE,DIREKTOR AGENCIJE,15484237889859662617,5,20699.82,0,0,0,0,0,338.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28401,B,B017392,2011
AGENCIJA ZA ŠPORT NOVO MESTO,DIREKTOR JAVNEGA ZAVODA,2745835794220997935,3,6422.34,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72222,B,B017390,2011
AGENCIJA ZA ŠPORT NOVO MESTO,DIREKTOR JAVNEGA ZAVODA,6063690134732215683,8,18372.73,0,0,434.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72222,B,B017390,2011
AGENCIJA ZA ŠPORT NOVO MESTO,DIREKTOR JAVNEGA ZAVODA,8257698557384392195,3,5518.07,0,0,0,0,127.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72222,B,B017390,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,DIREKTOR AGENCIJE,8615169147542659789,12,45228.69,0,15531.13,0,0,0,1213.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017392,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,3343121390457742786,12,42156.6,0,7375.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,6889614794155957438,12,38337.72,0,3687.66,0,0,0,677.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,11425770022561471175,12,41218.3,0,3687.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,2174067272034438275,12,33387.81,0,12765.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,6410102221407892106,12,36174.1,0,3278.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,7785407774092329822,12,36072.65,0,3715.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,8394292825489604017,12,36816.52,0,6556.68,0,0,0,731.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,9995635390280052520,3,9878.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,12435449330935492093,9,13345.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.59,16420,B,B017400,2011
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,16298432121946750949,12,34041.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,NAMESTNIK DIREKTORJA/ČLAN UPRAVE,2095335785523569653,12,46882.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017890,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,NAMESTNIK DIREKTORJA/ČLAN UPRAVE,13178511056935831676,12,46035.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017890,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,65175418261418697,12,34334.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,4030677453192886244,12,36588.35,0,0,0,0,0,727.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,5282340241820372126,4,12236.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,7530704012090691530,12,34579.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,8142111341423675808,4,10588.41,0,0,0,0,0,210.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,13510814686058558139,12,38061.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,13706779622182372972,7,19856.1,0,0,0,0,0,648.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,16902752181815083354,4,11250.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2011
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,PREDSEDNIK UPRAVE,2931315332397062023,12,52477.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017393,2011
AGENCIJA ZA ZAVAROVALNI NADZOR,DIREKTOR AGENCIJE,12079425365893327487,12,39197.97,0,6315.26,0,0,0,1046.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017392,2011
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,18173317600156753353,12,44734.1,0,8194.8,0,0,0,786.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2011
AKADEMSKA IN RAZISKOVALNA MREŽA SLOVENIJE,DIREKTOR JAVNEGA RAZISKOVALNEGA ZAVODA / JAVNEGA INFRASTRUKTURNEGA ZAVODA,12389349218614313103,12,37575.21,0,3453.94,0,0,0,776.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34541,B,B017370,2011
ANDRAGOŠKI CENTER REPUBLIKE SLOVENIJE V ANGLEŠKEM JEZIKU: SLOVENIAN INSTITUTE FOR ADULT EDUCATION,DIREKTOR JAVNEGA ZAVODA,16261539105771488144,12,35375.94,0,0,0,0,0,62.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.41,63266,B,B017390,2011
ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,DIREKTOR JAVNEGA ZAVODA,8946612067478966178,12,33359.38,0,1288.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71854,B,B017390,2011
ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA,DIREKTOR LJUDSKE UNIVERZE,13937018369604168669,12,35563.41,0,1050.75,216.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.48,71676,B,B017803,2011
ANTON PODBEVŠEK TEATER,DIREKTOR / RAVNATELJ GLEDALIŠČA,18414028349573642670,4,10181.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,B,B017360,2011
ANTON PODBEVŠEK TEATER,DIREKTOR/RAVNATELJ GLEDALIŠČA,18414028349573642670,8,18683.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4470.55,38407,B,B017825,2011
ARBORETUM VOLČJI POTOK,DIREKTOR JAVNEGA ZAVODA,10428318934839467254,12,35955.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38016,B,B017390,2011
BELOKRANJSKI MUZEJ METLIKA,DIREKTOR MUZEJA,16886275576061400041,12,30984.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,B,B017362,2011
BIOTEHNIŠKA ŠOLA MARIBOR,RAVNATELJ SREDNJE ŠOLE,7291827870993706766,12,26660.73,0,4258.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70246,B,B017313,2011
BIOTEHNIŠKA ŠOLA RAKIČAN,RAVNATELJ SREDNJE ŠOLE,1126129380777661835,12,29040.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69515,B,B017313,2011
BIOTEHNIŠKI CENTER NAKLO,RAVNATELJ SREDNJE ŠOLE,15274832994132532158,12,27580.7,0,2788.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69825,B,B017313,2011
BIOTEHNIŠKI CENTER NAKLO,RAVNATELJ SREDNJE ŠOLE,17395781840988705929,12,30564.54,0,99.96,0,0,0,768.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69825,B,B017313,2011
