naziv_pu,opis_delovnega_mesta_z370opis,sifra_zaposlenega_z360,mesecev,placa,polozajni_dodatek,delovna_uspesnost,dodatno_delo,dezurstvo,dodatek_mentorstvo_c030bruto,dodatek_mag_dr_c040bruto,dodatek_dvojezicnost_c050bruto,dodatek_dvojezicnost_c051bruto,dodatek_dvojezicnost_c052bruto,dodatek_ionizirajoce_sevanje_c060bruto,dodatek_citostatiki_c061bruto,dodatek_kuzni_odpadki_c062bruto,dodatek_nevarnost_c070bruto,dodatek_izmensko_delo_c080bruto,dodatek_deljeni_del_cas_c090bruto,dodatek_delo_ponoci_c100bruto,dodatek_delo_v_nedeljo_c110bruto,dodatek_dela_prost_dan_c111bruto,dodatek_dela_prost_dan_c112bruto,dodatek_delo_prek_polnega_casa_c120bruto,dodatek_stalna_pripravljenost_c130bruto,dodatek_pripravljenost_na_domu_c140bruto,dodatek_za_stalnost_c150bruto,dodatek_povecan_obseg_dela_c160bruto,dodatek_povecan_obseg_dela_c170bruto,dodatek_posebne_obremenitve_c180bruto,dodatek_neenakomerno_razporejen_delovni_cas_c190bruto,dodatek_neenakomerno_razporejen_delovni_cas_c191bruto,dodatek_specialna_enota_c200bruto,dodatek_specialna_enota_c201bruto,dodatek_za_potapljanje_c202bruto,dodatek_za_potapljanje_intervencija_c203bruto,dodatek_poucevanje_3_predmetov_c204bruto,dodatek_razrednistvo_c205bruto,dodatek_razrednistvo_c206bruto,dodatek_vrtci_c207bruto,dodatek_vrtci_c208bruto,dodatek_bolnisnicni_oddelek_c209bruto,dodatek_prilagojeni_program_c210bruto,dodatek_prilagojeni_program_c211bruto,dodatek_prilagojeni_program_c212bruto,dodatek_prilagojeni_program_c213bruto,dodatek_prilagojeni_program_c214bruto,dodatek_delo_z_osebami_z_motnjo_c215bruto,dodatek_delo_z_osebami_z_motnjo_c216bruto,dodatek_delo_z_osebami_z_motnjo_c217bruto,dodatek_delo_z_osebami_z_motnjo_c218bruto,dodatek_visina_2_4_m_c219bruto,dodatek_visina_4_20_m_c220bruto,dodatek_visina_nad_20_m_c221bruto,dodatek_globina_c222bruto,dodatek_tvegane_razmere_c223bruto,dodatek_helikopter_c224bruto,dodatek_delo_z_osebami_z_motnjo_nadzor_c225bruto,dodatek_ogled_kd_c300bruto,dodatek_omejitev_pravice_do_stavke_c320bruto,dodatek_za_dosegljivost_c321bruto,dodatek_premestljive_sile_c322bruto,dodatek_odzivne_sile_c323bruto,dodatek_usposabljanje_c324bruto,dodatek_mobilnost_c390bruto,dodatek_izgradnja_kariere_c400bruto,dodatek_poracun_c900bruto,sifra_pu,skupina_dm,sifra_delovnega_mesta_z370,leto_obdobja
AGENCIJA ZA ŠPORT NOVO MESTO,POMOČNIK DIREKTORJA,7861249419989712332,4,7941.48,0,0,247.2,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72222,B,B017400,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,DIREKTOR AGENCIJE,8615169147542659789,12,38459.64,0,19010.88,0,0,0,577.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017392,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,3343121390457742786,12,36083.53,0,17630.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,6889614794155957438,12,34448.38,0,5362.71,0,0,0,339.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,11425770022561471175,12,37061.68,0,12415.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,2174067272034438275,12,30484.16,0,11088.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,6410102221407892106,12,31071.01,0,9513.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,7806159395682553842,12,30297.66,0,2624.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,8394292825489604017,12,31635.2,0,4789.53,0,0,0,349.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2014
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,12435449330935492093,12,31880.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2014
AGENCIJA ZA ZAVAROVALNI NADZOR,DIREKTOR AGENCIJE,9683532076673464228,12,39796.73,0,7426.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017392,2014
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,5720881259388865295,12,36906.65,0,6427.89,0,0,0,363.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2014
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,18173317600156753353,12,37517.37,0,6427.89,0,0,0,369.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2014
AGENCIJA ZA ZAVAROVALNI NADZOR,POMOČNIK DIREKTORJA,3252011198759789506,12,31714.86,0,4920.72,0,0,0,350.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017400,2014
AGENCIJA ZA ZAVAROVALNI NADZOR,POMOČNIK DIREKTORJA,5709577850561252011,2,5170.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017400,2014
AKADEMSKA IN RAZISKOVALNA MREŽA SLOVENIJE,DIREKTOR JAVNEGA RAZISKOVALNEGA ZAVODA / JAVNEGA INFRASTRUKTURNEGA ZAVODA,12389349218614313103,12,35252.33,0,2160,0,0,0,404.05,0,0,0,0,0,0,0,0,0,0,108.94,130.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34541,B,B017370,2014
ANDRAGOŠKI CENTER REPUBLIKE SLOVENIJE V ANGLEŠKEM JEZIKU: SLOVENIAN INSTITUTE FOR ADULT EDUCATION,DIREKTOR JAVNEGA ZAVODA,16261539105771488144,12,33753.75,0,0,0,0,0,372.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63266,B,B017390,2014
ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,DIREKTOR JAVNEGA ZAVODA,8946612067478966178,12,32078.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71854,B,B017390,2014
ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA,DIREKTOR LJUDSKE UNIVERZE,13937018369604168669,12,31935.13,0,741.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71676,B,B017803,2014
ANTON PODBEVŠEK TEATER,DIREKTOR / RAVNATELJ GLEDALIŠČA,18414028349573642670,11,23976.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4529.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,B,B017360,2014
ANTON PODBEVŠEK TEATER,DIREKTOR/RAVNATELJ GLEDALIŠČA,18414028349573642670,1,1937.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,B,B017825,2014
ARBORETUM VOLČJI POTOK,DIREKTOR JAVNEGA ZAVODA,10428318934839467254,12,32596.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.92,0,0,0,0,0,0,0,0,0,62.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38016,B,B017390,2014
BELOKRANJSKI MUZEJ METLIKA,DIREKTOR MUZEJA,16886275576061400041,12,27673.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,B,B017362,2014
BIOTEHNIŠKA ŠOLA MARIBOR,RAVNATELJ SREDNJE ŠOLE,7291827870993706766,10,17011.67,0,4933.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70246,B,B017313,2014
BIOTEHNIŠKA ŠOLA RAKIČAN,RAVNATELJ SREDNJE ŠOLE,1126129380777661835,12,24039.12,0,968.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69515,B,B017313,2014
BIOTEHNIŠKI CENTER NAKLO,RAVNATELJ SREDNJE ŠOLE,15274832994132532158,12,24890.95,0,937.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69825,B,B017313,2014
BIOTEHNIŠKI CENTER NAKLO,RAVNATELJ SREDNJE ŠOLE,17395781840988705929,12,27814.09,0,0,0,0,0,632.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69825,B,B017313,2014
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,DIREKTOR ŠOLSKEGA CENTRA,9170344620420612765,12,28742.24,0,4690.99,0,0,0,368.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017310,2014
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,7871244792831329751,12,24210.34,0,1708.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017314,2014
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,8843312812176122050,12,22532.97,0,2101.75,0,0,0,349.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017314,2014
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,RAVNATELJ VIŠJE STROKOVNE ŠOLE - ORGANIZACIJSKE ENOTE,1857867375215679903,12,23935.41,0,3826.02,0,0,0,371.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017307,2014
BOLNIŠNICA SEŽANA,DIREKTOR BOLNIŠNICE,11329586674087429033,12,57024.06,0,0,6477.07,0,0,347.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,B,B017332,2014
BOLNIŠNICA SEŽANA,POMOČNIK DIREKTORJA,9575975306727080274,12,29528.25,0,0,19549.07,0,0,0,0,0,0,0,0,0,0,116.17,0,0,0,410.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,B,B017400,2014
BOLNIŠNICA SEŽANA,STROKOVNI DIREKTOR/STROKOVNI VODJA,57213460507814834,12,6510.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,35.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,B,B017399,2014
BOLNIŠNICA TOPOLŠICA,DIREKTOR BOLNIŠNICE,17204664853890759849,12,31173.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,B,B017332,2014
BOLNIŠNICA TOPOLŠICA,POMOČNIK DIREKTORJA,2003691737581221028,12,29396.15,0,0,0,0,0,377.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,B,B017400,2014
BOLNIŠNICA TOPOLŠICA,POMOČNIK DIREKTORJA,6704557369123960495,12,26452.79,0,0,0,0,1939.38,0,0,0,0,0,0,0,0,0,0,0,0,116.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,B,B017400,2014
BOLNIŠNICA ZA GINEKOLOGIJO IN PORODNIŠTVO KRANJ,DIREKTOR BOLNIŠNICE,16308538629205121267,12,31617.58,0,0,0,0,1549.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,B,B017332,2014
BOLNIŠNICA ZA GINEKOLOGIJO IN PORODNIŠTVO KRANJ,POMOČNIK DIREKTORJA,15126358861199259169,12,27417.15,0,0,0,0,0,351.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,B,B017892,2014
BOLNIŠNICA ZA GINEKOLOGIJO IN PORODNIŠTVO KRANJ,POMOČNIK DIREKTORJA,16840351732155329449,12,24270.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,B,B017400,2014
BOLNIŠNICA ZA ŽENSKE BOLEZNI IN PORODNIŠTVO POSTOJNA,DIREKTOR BOLNIŠNICE,15948421014575076056,12,29216.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,B,B017332,2014
BOLNIŠNICA ZA ŽENSKE BOLEZNI IN PORODNIŠTVO POSTOJNA,POMOČNIK DIREKTORJA,7538828929606059534,12,25331.7,0,0,0,0,867.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,B,B017400,2014
BOLNIŠNICA ZA ŽENSKE BOLEZNI IN PORODNIŠTVO POSTOJNA,POMOČNIK DIREKTORJA,15697025490854304059,12,27341.91,0,0,0,0,476.72,225.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,B,B017400,2014
CANKARJEVA KNJIŽNICA VRHNIKA,DIREKTOR KNJIŽNICE,10719246122129893196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37486,B,B017841,2014
